sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3000,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),6,3,13652,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,2,1,1800,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,110,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,12,1,4798.8,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1,1,400,Enero,2018
AUTORIZACIONES,REGION IV,BAHORUCO,EL PALMAR (DM),Hemoterapia,Sangre Total,7,3,12250,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atencion Ambulatoria,Consulta medica nivel 2,310,227,91570,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atencion Ambulatoria,Consulta medica nivel 3,55,49,16606,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Emergencia,Emergencia,23,20,6000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Hospitalizacion,Hospitalizacion general y especialidades basicas,8,5,9280,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugia General,35,10,84980,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Dermatologicas,9,2,16902,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Ginecologicas,11,3,16636.76,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Oftalmologicas,12,2,13377.43,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Ortopedicas,3,1,13800,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Otorrinolaringologicas,2,1,1315,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Cirugia,Cirugias Urologicas,2,2,9000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,78,63,53061,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,326,283,186521,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1154,131,143000.3,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,134,103,249196,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,106,104,67758,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),37,36,115900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),56,24,109610,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,54,2,558330,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,125,3,77807,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,240,1,28728,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,85,6,74278.2,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,73000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1773,42,1430085.85,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,SANTA CRUZ DE BARAHONA,Hemoterapia,Sangre Total,7,6,12250,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Atencion Ambulatoria,Consulta medica nivel 2,35,26,9928,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Atencion Ambulatoria,Consulta medica nivel 3,9,9,2722,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Emergencia,Emergencia,3,3,900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,3,2,4400,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Cirugia,Cirugia General,22,3,103072,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Cirugia,Cirugias Oftalmologicas,4,1,5600,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Cirugia,Cirugias Otorrinolaringologicas,1,1,9657.9,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Cirugia,Neumologia,16,1,86718,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,11,10,3820,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,77,63,51431,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,223,24,24325.4,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,26,25,22830,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,28,27,17551,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,3,18600,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,1,3194,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,10,1,25000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,233,5,145138,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CABRAL,Hemoterapia,Sangre Total,1,1,1750,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Atencion Ambulatoria,Consulta medica nivel 2,38,25,10894,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Atencion Ambulatoria,Consulta medica nivel 3,16,15,3944,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Emergencia,Emergencia,3,3,900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Cirugia,Cirugias Ortopedicas,15,1,81302,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,7,4,4350,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,24,19,12790,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,186,28,22278,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,15,10,18370,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,10,8,4051,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),3,3,9500,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),3,1,4444,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,24,1,9597.6,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,ENRIQUILLO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,106,7,423404.63,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Atencion Ambulatoria,Consulta medica nivel 2,23,15,7040,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Atencion Ambulatoria,Consulta medica nivel 3,13,8,3988,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Emergencia,Emergencia,3,2,810,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Cirugia,Cirugias Oftalmologicas,4,1,4275.72,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,6,5,2853,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,12,10,7930,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,88,12,12090.5,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,8,7,12860,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,5,5,2950,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),10,3,19440,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,258750,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,16,1,13586,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LAS SALINAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,233,4,30381,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Atencion Ambulatoria,Consulta medica nivel 2,39,31,10850,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Atencion Ambulatoria,Consulta medica nivel 3,19,19,4244,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Emergencia,Emergencia,3,3,630,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Hospitalizacion,Hospitalizacion general y especialidades basicas,63,1,48091,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Cirugia,Cirugias Ginecologicas,6,2,7306,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Cirugia,Cirugias Oftalmologicas,8,1,32245.65,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,7,5,2248,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,28,23,19938,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,759,188,81898,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,14,10,24490,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,7,7,4973,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,4,12000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,3,1,1199.7,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,PARAISO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,270,9,155692,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Atencion Ambulatoria,Consulta medica nivel 2,16,11,4664,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Atencion Ambulatoria,Consulta medica nivel 3,8,6,2400,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Emergencia,Emergencia,2,2,510,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Cirugia,Cirugias Oftalmologicas,4,1,22000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Cirugia,Cirugias Ortopedicas,7,1,18827.35,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,220,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,30,21,16440,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,66,10,7725,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,7,7,16280,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,5,5,3575,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,2,7200,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,POLO DM,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,192,3,319020,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Atencion Ambulatoria,Consulta medica nivel 2,60,49,16880,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Atencion Ambulatoria,Consulta medica nivel 3,9,9,2522,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Emergencia,Emergencia,3,3,900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Cirugia,Cirugia General,14,2,22099,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Cirugia,Cirugias Oftalmologicas,4,1,22000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Cirugia,Cirugias Ortopedicas,1,1,2925,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Cirugia,Neurocirugias,4,1,16570,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,17,15,6728,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,33,29,22550,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,245,22,28505,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,12,11,26265,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,12,11,7780,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,4,16700,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),5,2,8132,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,31,2,12910,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Rehabilitacion,Terapias Rehabilitacion,6,1,1134,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,VICENTE NOBLE,Hemoterapia,Sangre Total,6,2,10500,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Atencion Ambulatoria,Consulta medica nivel 2,27,21,7596,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Atencion Ambulatoria,Consulta medica nivel 3,1,1,300,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Emergencia,Emergencia,1,1,300,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Cirugia,Cirugias Oftalmologicas,4,1,22000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,7,6,3820,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,13,12,6210,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,32,3,4786,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,3,2,14580,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,6,6,4325,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,EL PEnON,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,31,2,54273.63,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atencion Ambulatoria,Consulta medica nivel 2,22,18,6596,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atencion Ambulatoria,Consulta medica nivel 3,2,2,644,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Emergencia,Emergencia,3,2,900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Hospitalizacion,Hospitalizacion general y especialidades basicas,4,1,800,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Cirugia,Cirugias Oftalmologicas,4,1,22000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,8,7,1998,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,19,15,10480,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,134,8,22182,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,7,3,21150,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,5,4,2637,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,8,1,35800,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,179,2,101087,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,10,1,630,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,32,1,426143,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atencion Ambulatoria,Consulta medica nivel 2,26,23,7762,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atencion Ambulatoria,Consulta medica nivel 3,5,5,1322,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Emergencia,Emergencia,1,1,300,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Hospitalizacion,Hospitalizacion general y especialidades basicas,9,1,8600,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Cirugia,Cirugia General,1,1,2000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,11,9,7220,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,24,21,15341,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,120,8,20648,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,14,9,27870,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,16,11,9183,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,4,16400,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1,1,1900,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,8,1,35800,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,3,1,22550,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,64,2,212869,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,20,1,482560,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,LA CIENEGA,Hemoterapia,Sangre Total,15,1,16050,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Atencion Ambulatoria,Consulta medica nivel 2,12,9,3254,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Atencion Ambulatoria,Consulta medica nivel 3,2,2,600,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Cirugia,Cirugias Oftalmologicas,4,1,22000,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,300,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,15,13,7160,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,32,7,5118,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,7,6,9755,Enero,2018
AUTORIZACIONES,REGION IV,BARAHONA,CANOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,4,4,2800,Enero,2018
