municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
ESPERALVILLO,Emergencia,Emergencia,565,246,117293.0
ESPERALVILLO,Hemoterapia,Derivados de la Sangre,24,24,1680.0
ESPERALVILLO,Hemoterapia,Sangre Total,35,26,46148.0
ESPERALVILLO,Hospitalizacion,Hospitalizacion general y especialidades basicas,1147,70,638046.8500000001
ESPERALVILLO,Partos,Atencion de partos normal,69,11,78795.93
ESPERALVILLO,Partos,Atencion de partos por Cesarea,146,15,155430.49
ESPERALVILLO,Rehabilitacion,Aparatos y Protesis,9,9,1350.0
ESPERALVILLO,Rehabilitacion,Terapias Rehabilitacion,60,15,28922.0
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,90,57,43425.0
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,288,255,74333.0
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,6178,1065,486999.6
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,235,220,272698.0
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,418,385,120722.75
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),66,51,254100.0
ESPERANZA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),200,107,311588.0
ESPERANZA,Atencion Ambulatoria,Consulta medica nivel 2,1637,1280,337874.0
ESPERANZA,Atencion Ambulatoria,Consulta medica nivel 3,11,9,3044.0
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,44,4,915404.54
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,41,7,100479.0
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,16,6,829908.8700000001
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1065,21,831628.7
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480.0
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,61.0
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1474,87,2056119.57
ESPERANZA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,72,3,40144.33
ESPERANZA,Cirugia,Cirugia General,65,22,208420.71000000002
ESPERANZA,Cirugia,Cirugias Dermatologicas,12,12,13545.0
ESPERANZA,Cirugia,Cirugias Gastricas,5,3,99241.91
ESPERANZA,Cirugia,Cirugias Ginecologicas,16,14,30177.58
ESPERANZA,Cirugia,Cirugias Menores,25,11,4479.52
ESPERANZA,Cirugia,Cirugias Oftalmologicas,33,10,107235.0
ESPERANZA,Cirugia,Cirugias Ortopedicas,21,8,53213.85
ESPERANZA,Cirugia,Cirugias Urologicas,2,2,1730.0
ESPERANZA,Cirugia,Neumologia,3,3,3656.5
ESPERANZA,Cirugia,Neurocirugias,3,1,47600.0
ESPERANZA,Desconocido,Desconocido,24,5,17240.0
ESPERANZA,Emergencia,Emergencia,1941,1471,540886.0
ESPERANZA,Hemoterapia,Sangre Total,23,22,4970.0
ESPERANZA,Hospitalizacion,Hospitalizacion general y especialidades basicas,3303,195,866398.67
ESPERANZA,Partos,Atencion de partos normal,34,10,31334.3
ESPERANZA,Partos,Atencion de partos por Cesarea,47,11,56373.79
ESPERANZA,Rehabilitacion,Aparatos y Protesis,1,1,60000.0
ESPERANZA,Rehabilitacion,Terapias Rehabilitacion,208,41,91520.0
ESPERANZA,Servicios Odontologicos,Aplicacion de Cariostaticos,11,11,1635.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,33,32,13849.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,50,46,20427.45
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1081,152,101877.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,32,29,30940.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,96,84,22517.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),7,6,23700.0
ESTEBANIA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),23,16,35597.0
ESTEBANIA,Atencion Ambulatoria,Consulta medica nivel 2,390,312,93980.0
ESTEBANIA,Atencion Ambulatoria,Consulta medica nivel 3,24,20,7342.0
ESTEBANIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,4,1,3600.0
ESTEBANIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,10,1,354763.8
ESTEBANIA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,172,11,468561.0
ESTEBANIA,Cirugia,Cirugia General,18,6,75890.76000000001
ESTEBANIA,Cirugia,Cirugias Dermatologicas,4,1,2379.57
ESTEBANIA,Cirugia,Cirugias Gastricas,1,1,2053.0
ESTEBANIA,Cirugia,Cirugias Ginecologicas,3,2,6724.2
ESTEBANIA,Cirugia,Cirugias Oftalmologicas,12,3,43935.72
ESTEBANIA,Cirugia,Cirugias Ortopedicas,4,2,5612.35
ESTEBANIA,Cirugia,Cirugias Otorrinolaringologicas,1,1,9657.9
ESTEBANIA,Cirugia,Cirugias Pediatricas,3,1,1037.0
ESTEBANIA,Desconocido,Desconocido,25,7,16000.0
ESTEBANIA,Emergencia,Emergencia,191,108,40139.0
ESTEBANIA,Hemoterapia,Sangre Total,20,18,9800.0
ESTEBANIA,Hospitalizacion,Hospitalizacion general y especialidades basicas,606,16,117135.5
ESTEBANIA,Partos,Atencion de partos normal,21,4,17830.28
ESTEBANIA,Partos,Atencion de partos por Cesarea,21,3,19820.11
ESTEBANIA,Rehabilitacion,Terapias Rehabilitacion,32,8,16920.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,13,11,4635.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,11,11,4309.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,905,155,69239.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,24,24,23885.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,20,17,5146.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),8,4,25800.0
ESTERO HONDO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),29,11,50030.0
ESTERO HONDO(DM),Atencion Ambulatoria,Consulta medica nivel 2,207,154,42122.0
ESTERO HONDO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,6,1,254084.25
ESTERO HONDO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,472,15,527173.83
ESTERO HONDO(DM),Cirugia,Cirugia General,12,3,50007.0
ESTERO HONDO(DM),Cirugia,Cirugias Gastricas,1,1,4500.0
ESTERO HONDO(DM),Cirugia,Cirugias Ginecologicas,3,2,5334.0
ESTERO HONDO(DM),Cirugia,Cirugias Oftalmologicas,8,1,28000.0
ESTERO HONDO(DM),Cirugia,Cirugias Ortopedicas,2,2,8273.0
ESTERO HONDO(DM),Cirugia,Cirugias Urologicas,2,2,4180.0
ESTERO HONDO(DM),Emergencia,Emergencia,246,161,63844.0
ESTERO HONDO(DM),Hemoterapia,Sangre Total,5,5,350.0
ESTERO HONDO(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,359,15,114114.86000000002
ESTERO HONDO(DM),Rehabilitacion,Terapias Rehabilitacion,26,5,9100.0
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,90,67,40665.38
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,388,336,101549.4
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,7719,1370,567365.6
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,143,132,81085.5
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,216,166,53657.0
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),75,58,273604.32
FANTINO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),130,79,190839.25
FANTINO,Atencion Ambulatoria,Consulta medica nivel 2,1712,1327,349050.0
FANTINO,Atencion Ambulatoria,Consulta medica nivel 3,107,69,22510.0
FANTINO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,79,5,183976.19
FANTINO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,364,8,336804.63
FANTINO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,18000.0
FANTINO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),1,1,2199.46
FANTINO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,950,48,1409132.05
FANTINO,Cirugia,Cirugia General,98,24,757497.24
FANTINO,Cirugia,Cirugias Dermatologicas,7,4,8578.380000000001
FANTINO,Cirugia,Cirugias Ginecologicas,16,14,38753.75
FANTINO,Cirugia,Cirugias Menores,16,11,15642.17
FANTINO,Cirugia,Cirugias Oftalmologicas,53,10,111460.84
FANTINO,Cirugia,Cirugias Ortopedicas,54,15,111075.12
FANTINO,Cirugia,Cirugias Otorrinolaringologicas,1,1,500.0
FANTINO,Cirugia,Cirugias Pediatricas,2,1,1678.75
FANTINO,Cirugia,Cirugias Urologicas,7,3,9019.970000000001
FANTINO,Cirugia,Hematologia,1,1,200.0
FANTINO,Cirugia,Neumologia,5,1,5906.45
FANTINO,Cirugia,Neurocirugias,6,4,30308.05
FANTINO,Desconocido,Desconocido,89,21,56620.0
FANTINO,Emergencia,Emergencia,996,733,273786.0
FANTINO,Hemoterapia,Sangre Total,43,41,8050.0
FANTINO,Hospitalizacion,Hospitalizacion general y especialidades basicas,2008,159,752471.5499999999
FANTINO,Partos,Atencion de partos normal,35,14,41159.0
FANTINO,Partos,Atencion de partos por Cesarea,116,17,112164.04000000001
FANTINO,Rehabilitacion,Aparatos y Protesis,28,25,4200.0
FANTINO,Rehabilitacion,Terapias Rehabilitacion,196,42,68760.0
FANTINO,Servicios Odontologicos,"Detec., control de placa Bacteriana y enseNanza higiene bucal",1,1,79.88
FONDO NEGRO (DM),Atencion Ambulatoria,Consulta medica nivel 2,1,1,200.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,33,30,15014.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,159,141,88374.6
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1455,211,136716.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,92,53,123935.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,75,72,32102.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),10,9,32000.0
FUNDACION,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),24,16,41261.0
FUNDACION,Atencion Ambulatoria,Consulta medica nivel 2,477,387,109170.0
FUNDACION,Atencion Ambulatoria,Consulta medica nivel 3,15,15,4676.0
FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,16,2,42200.0
FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,98,4,31543.0
FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,235,9,184403.0
FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,10,1,630.0
FUNDACION,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,32,1,426143.0
FUNDACION,Cirugia,Cirugia General,21,6,11918.84
FUNDACION,Cirugia,Cirugias Dermatologicas,18,6,6233.200000000001
FUNDACION,Cirugia,Cirugias Gastricas,1,1,2510.0
FUNDACION,Cirugia,Cirugias Ginecologicas,7,4,12346.6
FUNDACION,Cirugia,Cirugias Menores,7,7,3245.0
FUNDACION,Cirugia,Cirugias Oftalmologicas,20,3,60800.0
FUNDACION,Cirugia,Cirugias Ortopedicas,16,5,60187.0
FUNDACION,Cirugia,Cirugias Otorrinolaringologicas,1,1,700.0
FUNDACION,Cirugia,Cirugias Urologicas,7,2,4920.7
FUNDACION,Desconocido,Desconocido,5,3,3200.0
FUNDACION,Emergencia,Emergencia,168,73,32907.0
FUNDACION,Hemoterapia,Sangre Total,28,25,13720.0
FUNDACION,Hospitalizacion,Hospitalizacion general y especialidades basicas,535,36,227323.87
FUNDACION,Partos,Atencion de partos normal,13,2,10141.06
FUNDACION,Partos,Atencion de partos por Cesarea,31,4,60526.42
FUNDACION,Rehabilitacion,Aparatos y Protesis,1,1,17178.58
FUNDACION,Rehabilitacion,Terapias Rehabilitacion,115,32,41840.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,78,67,36245.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,198,171,88609.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3881,656,361966.60000000003
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,115,82,154733.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,182,164,67955.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),31,30,99700.0
GALVAN,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),47,30,76769.0
GALVAN,Atencion Ambulatoria,Consulta medica nivel 2,1043,788,239690.0
GALVAN,Atencion Ambulatoria,Consulta medica nivel 3,62,58,18130.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,6,1,276014.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,1,1,800.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,12,2,23050.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,142,6,22133.6
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,1.0
GALVAN,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1252,42,1195595.0
GALVAN,Cirugia,Cirugia General,41,15,53662.76
GALVAN,Cirugia,Cirugias Dermatologicas,7,3,3398.0
GALVAN,Cirugia,Cirugias Ginecologicas,26,12,38064.39
GALVAN,Cirugia,Cirugias Menores,2,2,1000.0
GALVAN,Cirugia,Cirugias Oftalmologicas,40,13,154850.0
GALVAN,Cirugia,Cirugias Ortopedicas,13,2,25795.75
GALVAN,Cirugia,Cirugias Otorrinolaringologicas,2,2,950.0
GALVAN,Cirugia,Cirugias Urologicas,7,3,20923.94
GALVAN,Cirugia,Cirugias Vasculares,8,1,186287.0
GALVAN,Desconocido,Desconocido,5,5,1987.0
GALVAN,Emergencia,Emergencia,732,506,196657.0
GALVAN,Hemoterapia,Derivados de la Sangre,3,3,210.0
GALVAN,Hemoterapia,Sangre Total,57,54,12940.0
GALVAN,Hospitalizacion,Hospitalizacion general y especialidades basicas,916,69,388455.48
GALVAN,Partos,Atencion de partos normal,89,16,59979.5
GALVAN,Partos,Atencion de partos por Cesarea,97,11,120958.12000000001
GALVAN,Rehabilitacion,Aparatos y Protesis,2,2,300.0
GALVAN,Rehabilitacion,Terapias Rehabilitacion,125,27,46815.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,31,22,12343.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,159,143,48798.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,2819,552,216075.6
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,101,97,80933.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,206,179,47902.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),23,16,88100.0
GASPAR HERNANDEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),56,38,82757.0
GASPAR HERNANDEZ,Atencion Ambulatoria,Consulta medica nivel 2,812,603,167752.0
GASPAR HERNANDEZ,Atencion Ambulatoria,Consulta medica nivel 3,18,16,5000.0
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,4,1,17000.0
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,25000.0
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,447,26,482724.7
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,85714.91
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,72556.87
GASPAR HERNANDEZ,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,118,20,553990.03
GASPAR HERNANDEZ,Cirugia,Cirugia General,24,10,53001.29
GASPAR HERNANDEZ,Cirugia,Cirugias Dermatologicas,4,2,5361.01
GASPAR HERNANDEZ,Cirugia,Cirugias Ginecologicas,7,5,8231.47
GASPAR HERNANDEZ,Cirugia,Cirugias Menores,2,2,989.47
GASPAR HERNANDEZ,Cirugia,Cirugias Oftalmologicas,22,7,60347.16
GASPAR HERNANDEZ,Cirugia,Cirugias Ortopedicas,38,13,109503.29999999999
GASPAR HERNANDEZ,Cirugia,Cirugias Urologicas,2,2,5123.7
GASPAR HERNANDEZ,Cirugia,Neumologia,8,2,26799.0
GASPAR HERNANDEZ,Cirugia,Neurocirugias,12,3,858280.72
GASPAR HERNANDEZ,Desconocido,Desconocido,22,6,14080.0
GASPAR HERNANDEZ,Emergencia,Emergencia,555,403,143949.0
GASPAR HERNANDEZ,Hemoterapia,Derivados de la Sangre,1,1,70.0
GASPAR HERNANDEZ,Hemoterapia,Sangre Total,54,53,7140.0
GASPAR HERNANDEZ,Hospitalizacion,Hospitalizacion general y especialidades basicas,1270,92,463496.56
GASPAR HERNANDEZ,Partos,Atencion de partos normal,8,4,10079.0
GASPAR HERNANDEZ,Partos,Atencion de partos por Cesarea,37,8,45022.48
GASPAR HERNANDEZ,Rehabilitacion,Terapias Rehabilitacion,130,26,49520.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,11,10,4572.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,10,9,3129.45
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,141,17,16030.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,5,5,8585.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,7,6,2898.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3500.0
GAUTIER(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1,1,1500.0
GAUTIER(DM),Atencion Ambulatoria,Consulta medica nivel 2,52,42,12840.0
GAUTIER(DM),Atencion Ambulatoria,Consulta medica nivel 3,2,2,622.0
GAUTIER(DM),Emergencia,Emergencia,5,3,1105.0
GAUTIER(DM),Hemoterapia,Sangre Total,2,2,140.0
GAUTIER(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,37,3,11771.529999999999
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,39,23,32409.0
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,164,138,36988.55
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1731,266,136489.6
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,41,40,22737.0
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,45,39,15981.0
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,4,14200.0
GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),25,15,45312.5
GONZALO(DM),Atencion Ambulatoria,Consulta medica nivel 2,580,429,122536.0
GONZALO(DM),Atencion Ambulatoria,Consulta medica nivel 3,17,14,5188.0
GONZALO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,18,1,14400.0
GONZALO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,117,4,88409.08
GONZALO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,72,9,41964.0
GONZALO(DM),Cirugia,Cirugia General,10,5,6747.74
GONZALO(DM),Cirugia,Cirugias Dermatologicas,16,4,3200.0
GONZALO(DM),Cirugia,Cirugias Ginecologicas,18,6,15374.26
GONZALO(DM),Cirugia,Cirugias Oftalmologicas,10,3,32580.0
GONZALO(DM),Cirugia,Cirugias Ortopedicas,12,1,22947.2
GONZALO(DM),Cirugia,Cirugias Pediatricas,2,1,445.7
GONZALO(DM),Cirugia,Cirugias Urologicas,4,2,1276.0
GONZALO(DM),Cirugia,Neumologia,5,1,11886.0
GONZALO(DM),Desconocido,Desconocido,1,1,2520.0
GONZALO(DM),Emergencia,Emergencia,346,234,88572.0
GONZALO(DM),Hemoterapia,Derivados de la Sangre,3,3,210.0
GONZALO(DM),Hemoterapia,Sangre Total,21,17,8980.0
GONZALO(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,336,22,218206.45
GONZALO(DM),Partos,Atencion de partos normal,39,6,38843.89
GONZALO(DM),Partos,Atencion de partos por Cesarea,38,5,34884.87
GONZALO(DM),Rehabilitacion,Terapias Rehabilitacion,28,6,6480.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,37,29,7060.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,57,46,32560.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,2111,445,160169.2
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,89,84,54567.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,56,48,16003.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),20,11,69800.0
GUANANICO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),83,42,132110.0
GUANANICO,Atencion Ambulatoria,Consulta medica nivel 2,783,633,163476.0
GUANANICO,Atencion Ambulatoria,Consulta medica nivel 3,4,4,1500.0
GUANANICO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,5,2,4000.0
GUANANICO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,21000.0
GUANANICO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,208,6,194474.6
GUANANICO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),2,2,3853.0
GUANANICO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,256,16,327719.62
GUANANICO,Cirugia,Cirugia General,18,7,84619.11
